Job_Role,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Access_to_Mental_Health_Resources,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,meetings_per_hour
HR,26,8,1,1,0,Satisfied,5,2.0,3,0.3076923076923077
Project Manager,40,9,2,2,0,Satisfied,1,,2,0.225
Sales,42,10,3,3,0,Satisfied,2,1.0,2,0.23809523809523808
Marketing,25,7,1,1,1,Satisfied,5,,1,0.28
Project Manager,47,2,3,2,1,Unsatisfied,2,,3,0.0425531914893617
Data Scientist,32,8,2,3,0,Neutral,5,,2,0.25
HR,46,11,3,3,0,Satisfied,5,1.0,3,0.2391304347826087
Sales,54,15,3,2,1,Unsatisfied,3,,1,0.2777777777777778
Project Manager,20,10,4,1,0,Unsatisfied,3,2.0,3,0.5
Sales,55,6,5,3,1,Satisfied,4,2.0,3,0.10909090909090909
Sales,22,1,1,3,0,Neutral,2,2.0,3,0.045454545454545456
HR,37,4,4,1,1,Satisfied,3,1.0,1,0.10810810810810811
Designer,46,12,2,2,0,Neutral,5,1.0,3,0.2608695652173913
Sales,46,15,3,2,0,Unsatisfied,2,1.0,3,0.32608695652173914
HR,51,11,4,3,0,Neutral,4,1.0,3,0.21568627450980393
Designer,41,3,3,2,0,Neutral,1,,1,0.07317073170731707
Data Scientist,24,3,1,2,1,Unsatisfied,4,1.0,3,0.125
Marketing,48,5,4,2,1,Unsatisfied,1,1.0,3,0.10416666666666667
Sales,24,8,5,2,0,Neutral,4,,3,0.3333333333333333
Data Scientist,45,10,3,1,1,Satisfied,5,2.0,3,0.2222222222222222
Marketing,34,3,5,2,0,Unsatisfied,2,2.0,2,0.08823529411764706
HR,44,2,1,2,1,Unsatisfied,3,1.0,2,0.045454545454545456
Designer,25,11,5,3,0,Satisfied,2,2.0,1,0.44
Marketing,37,9,2,1,1,Unsatisfied,4,,3,0.24324324324324326
Marketing,52,7,3,3,0,Unsatisfied,5,,1,0.1346153846153846
Marketing,56,5,3,3,0,Unsatisfied,4,1.0,1,0.08928571428571429
Project Manager,45,10,3,3,1,Satisfied,3,2.0,1,0.2222222222222222
Sales,46,8,2,2,0,Satisfied,4,1.0,3,0.17391304347826086
Project Manager,52,7,5,2,0,Satisfied,3,1.0,2,0.1346153846153846
Project Manager,28,12,1,2,0,Satisfied,2,2.0,3,0.42857142857142855
Project Manager,39,15,2,2,1,Satisfied,2,,2,0.38461538461538464
HR,44,13,5,2,0,Neutral,4,2.0,1,0.29545454545454547
Software Engineer,49,0,1,1,0,Satisfied,1,1.0,2,0.0
Sales,32,9,2,3,1,Unsatisfied,3,2.0,1,0.28125
Project Manager,36,13,1,3,0,Unsatisfied,5,,3,0.3611111111111111
Sales,22,2,3,1,1,Unsatisfied,1,1.0,1,0.09090909090909091
Marketing,57,11,4,3,1,Neutral,2,,1,0.19298245614035087
Designer,33,14,1,2,1,Unsatisfied,4,1.0,3,0.42424242424242425
HR,48,1,4,1,0,Satisfied,1,,3,0.020833333333333332
Designer,29,13,1,3,1,Unsatisfied,5,1.0,1,0.4482758620689655
Software Engineer,53,12,5,3,1,Unsatisfied,5,2.0,2,0.22641509433962265
Sales,29,13,3,2,1,Neutral,4,,1,0.4482758620689655
Designer,21,13,5,3,1,Neutral,4,1.0,2,0.6190476190476191
Software Engineer,52,7,5,2,1,Neutral,3,1.0,2,0.1346153846153846
Project Manager,34,3,1,1,0,Unsatisfied,2,2.0,1,0.08823529411764706
HR,36,4,1,1,0,Unsatisfied,2,1.0,2,0.1111111111111111
Software Engineer,42,11,2,2,1,Satisfied,4,1.0,1,0.2619047619047619
Designer,56,14,2,1,0,Satisfied,5,2.0,3,0.25
Designer,39,0,4,3,0,Satisfied,1,1.0,3,0.0
Software Engineer,50,14,1,2,0,Unsatisfied,5,1.0,2,0.28
Software Engineer,20,4,4,2,1,Neutral,1,,1,0.2
Project Manager,26,1,5,3,1,Unsatisfied,5,1.0,2,0.038461538461538464
Project Manager,33,10,2,3,0,Satisfied,4,1.0,2,0.30303030303030304
Marketing,56,8,2,2,1,Satisfied,2,2.0,1,0.14285714285714285
Designer,44,9,2,1,0,Unsatisfied,2,1.0,2,0.20454545454545456
Sales,28,15,4,2,0,Unsatisfied,4,1.0,1,0.5357142857142857
Marketing,53,11,1,2,1,Neutral,4,2.0,3,0.20754716981132076
Project Manager,26,13,2,1,1,Satisfied,1,2.0,2,0.5
Software Engineer,52,2,1,1,0,Neutral,5,,2,0.038461538461538464
Sales,26,0,1,1,1,Satisfied,1,2.0,2,0.0
Designer,20,9,3,3,1,Unsatisfied,1,2.0,3,0.45
Project Manager,26,14,2,3,1,Satisfied,1,2.0,1,0.5384615384615384
Data Scientist,57,4,4,3,0,Neutral,1,2.0,2,0.07017543859649122
Sales,21,1,4,1,0,Satisfied,3,,3,0.047619047619047616
Project Manager,22,4,4,3,1,Satisfied,2,,2,0.18181818181818182
Data Scientist,29,14,2,1,0,Satisfied,1,1.0,2,0.4827586206896552
Project Manager,37,3,4,3,1,Neutral,1,,3,0.08108108108108109
Data Scientist,31,5,1,2,1,Unsatisfied,5,,1,0.16129032258064516
Project Manager,57,13,5,3,1,Unsatisfied,2,1.0,3,0.22807017543859648
Designer,27,2,4,1,1,Unsatisfied,3,1.0,1,0.07407407407407407
Project Manager,49,2,3,2,0,Unsatisfied,1,2.0,2,0.04081632653061224
Designer,36,3,2,3,0,Unsatisfied,2,2.0,3,0.08333333333333333
Sales,27,7,3,1,0,Neutral,3,2.0,1,0.25925925925925924
Data Scientist,29,6,4,2,0,Satisfied,3,1.0,3,0.20689655172413793
Project Manager,24,0,1,1,1,Neutral,2,1.0,2,0.0
Sales,26,6,2,3,1,Neutral,5,2.0,1,0.23076923076923078
Data Scientist,47,15,4,1,0,Satisfied,5,2.0,2,0.3191489361702128
Marketing,47,1,2,2,0,Satisfied,5,1.0,1,0.02127659574468085
Sales,52,5,3,2,0,Unsatisfied,4,2.0,3,0.09615384615384616
Data Scientist,33,2,5,3,1,Satisfied,2,,3,0.06060606060606061
Designer,52,4,2,3,1,Neutral,1,2.0,2,0.07692307692307693
Marketing,43,12,1,1,0,Unsatisfied,1,2.0,3,0.27906976744186046
Project Manager,45,4,4,3,0,Satisfied,5,2.0,1,0.08888888888888889
Software Engineer,47,5,2,1,1,Unsatisfied,1,2.0,2,0.10638297872340426
Marketing,32,7,4,3,0,Satisfied,1,1.0,3,0.21875
HR,33,7,5,2,0,Unsatisfied,1,,2,0.21212121212121213
Data Scientist,21,9,3,3,1,Unsatisfied,2,1.0,3,0.42857142857142855
Sales,45,12,5,3,0,Unsatisfied,5,2.0,2,0.26666666666666666
Project Manager,31,3,2,3,0,Satisfied,2,,2,0.0967741935483871
Sales,34,5,5,3,0,Satisfied,4,2.0,2,0.14705882352941177
Designer,40,2,5,1,0,Neutral,1,,1,0.05
Marketing,26,12,1,1,1,Neutral,3,2.0,1,0.46153846153846156
Sales,53,13,5,3,0,Unsatisfied,5,,3,0.24528301886792453
Data Scientist,56,15,2,3,0,Satisfied,2,1.0,1,0.26785714285714285
Sales,29,8,5,2,1,Neutral,2,,2,0.27586206896551724
Data Scientist,54,10,3,1,0,Satisfied,5,,3,0.18518518518518517
Project Manager,38,5,3,1,0,Neutral,5,2.0,1,0.13157894736842105
Data Scientist,22,5,4,2,0,Satisfied,5,2.0,2,0.22727272727272727
Marketing,52,0,1,1,0,Neutral,2,,3,0.0
Marketing,47,12,3,3,0,Unsatisfied,1,2.0,2,0.2553191489361702
Designer,31,2,3,1,1,Unsatisfied,5,1.0,2,0.06451612903225806
HR,36,6,4,1,1,Neutral,2,1.0,3,0.16666666666666666
HR,40,6,3,3,0,Satisfied,1,,1,0.15
Project Manager,48,11,1,1,1,Neutral,4,,2,0.22916666666666666
Project Manager,30,14,2,2,1,Unsatisfied,2,2.0,1,0.4666666666666667
Software Engineer,32,10,5,2,1,Neutral,1,1.0,1,0.3125
Designer,48,14,4,3,0,Unsatisfied,2,1.0,1,0.2916666666666667
Sales,25,3,1,1,1,Satisfied,2,,3,0.12
Software Engineer,35,0,1,3,1,Satisfied,2,2.0,1,0.0
Software Engineer,32,1,5,3,0,Neutral,4,,1,0.03125
HR,42,2,2,2,0,Satisfied,2,,3,0.047619047619047616
Sales,50,12,1,3,1,Neutral,1,1.0,2,0.24
Software Engineer,25,8,3,3,0,Satisfied,1,2.0,2,0.32
Project Manager,31,15,3,3,1,Satisfied,2,2.0,2,0.4838709677419355
Software Engineer,28,7,5,1,0,Unsatisfied,2,,2,0.25
Sales,27,6,1,2,0,Unsatisfied,3,,1,0.2222222222222222
Data Scientist,58,14,2,2,1,Satisfied,4,1.0,1,0.2413793103448276
Designer,22,8,4,1,0,Unsatisfied,1,,2,0.36363636363636365
HR,20,4,3,2,0,Unsatisfied,2,2.0,1,0.2
Marketing,52,14,1,1,1,Unsatisfied,1,,1,0.2692307692307692
HR,28,10,2,3,0,Satisfied,1,2.0,3,0.35714285714285715
Designer,51,15,2,3,1,Neutral,4,1.0,3,0.29411764705882354
Marketing,57,0,2,1,1,Satisfied,1,1.0,2,0.0
Data Scientist,33,1,5,3,0,Unsatisfied,4,2.0,1,0.030303030303030304
Sales,50,7,4,1,1,Neutral,4,2.0,3,0.14
Software Engineer,54,5,2,1,0,Unsatisfied,5,,1,0.09259259259259259
HR,22,5,2,1,0,Unsatisfied,3,1.0,3,0.22727272727272727
Data Scientist,37,8,1,2,1,Neutral,1,,1,0.21621621621621623
Project Manager,52,5,1,2,1,Satisfied,4,1.0,1,0.09615384615384616
Software Engineer,56,1,4,3,0,Neutral,4,,2,0.017857142857142856
Software Engineer,45,9,2,2,0,Neutral,5,2.0,1,0.2
Project Manager,53,5,2,2,1,Satisfied,1,1.0,2,0.09433962264150944
Designer,49,11,3,2,1,Unsatisfied,5,2.0,2,0.22448979591836735
Project Manager,43,3,5,3,1,Satisfied,3,1.0,2,0.06976744186046512
Sales,32,1,4,1,1,Unsatisfied,2,,1,0.03125
Designer,51,2,5,1,0,Satisfied,3,,2,0.0392156862745098
Marketing,35,1,3,3,1,Neutral,2,2.0,3,0.02857142857142857
HR,60,0,5,3,0,Unsatisfied,2,2.0,2,0.0
Marketing,38,0,2,1,1,Neutral,5,,1,0.0
Project Manager,58,5,2,1,0,Neutral,5,1.0,2,0.08620689655172414
Marketing,46,2,2,1,0,Unsatisfied,1,,2,0.043478260869565216
HR,30,13,1,1,0,Unsatisfied,5,,2,0.43333333333333335
Marketing,23,14,5,1,0,Satisfied,3,,3,0.6086956521739131
HR,50,0,4,1,1,Unsatisfied,4,2.0,3,0.0
Software Engineer,44,0,5,1,0,Neutral,2,,2,0.0
Designer,29,9,5,3,0,Neutral,4,1.0,1,0.3103448275862069
Designer,25,10,1,2,1,Unsatisfied,3,1.0,2,0.4
HR,40,10,5,1,0,Unsatisfied,1,,3,0.25
Sales,38,3,4,1,0,Satisfied,2,1.0,3,0.07894736842105263
Software Engineer,53,7,3,1,0,Satisfied,5,1.0,1,0.1320754716981132
Project Manager,33,11,5,1,1,Unsatisfied,1,,1,0.3333333333333333
HR,48,6,4,3,0,Unsatisfied,3,1.0,2,0.125
HR,30,9,1,2,0,Satisfied,5,2.0,3,0.3
Data Scientist,56,4,3,3,0,Satisfied,2,2.0,1,0.07142857142857142
HR,25,11,2,2,1,Unsatisfied,3,2.0,3,0.44
Data Scientist,35,12,3,3,0,Satisfied,1,2.0,2,0.34285714285714286
HR,43,14,1,2,0,Unsatisfied,4,2.0,1,0.32558139534883723
Software Engineer,48,6,4,3,1,Neutral,4,2.0,1,0.125
Designer,28,7,5,2,1,Unsatisfied,2,2.0,2,0.25
Software Engineer,20,14,2,3,0,Unsatisfied,1,,2,0.7
Sales,29,11,5,3,1,Satisfied,5,,3,0.3793103448275862
Sales,44,0,1,2,0,Unsatisfied,1,1.0,1,0.0
Sales,28,6,5,3,1,Satisfied,5,1.0,3,0.21428571428571427
Project Manager,33,5,4,1,1,Unsatisfied,2,2.0,3,0.15151515151515152
HR,32,4,3,1,1,Neutral,3,2.0,3,0.125
Sales,27,12,1,3,1,Unsatisfied,1,2.0,3,0.4444444444444444
Software Engineer,27,7,2,3,0,Neutral,1,,3,0.25925925925925924
HR,43,14,3,2,0,Unsatisfied,4,2.0,2,0.32558139534883723
Sales,54,12,5,3,0,Unsatisfied,2,2.0,2,0.2222222222222222
Software Engineer,28,6,5,1,0,Neutral,3,,3,0.21428571428571427
Project Manager,43,5,1,1,0,Neutral,2,2.0,1,0.11627906976744186
Project Manager,25,3,4,2,0,Unsatisfied,1,1.0,1,0.12
Sales,46,6,5,3,0,Neutral,5,2.0,2,0.13043478260869565
Designer,34,14,3,1,0,Satisfied,3,2.0,3,0.4117647058823529
HR,27,14,2,2,0,Satisfied,4,2.0,1,0.5185185185185185
Marketing,27,3,3,1,1,Unsatisfied,1,2.0,3,0.1111111111111111
Marketing,21,11,4,2,1,Unsatisfied,4,1.0,3,0.5238095238095238
Project Manager,20,7,2,3,1,Unsatisfied,1,,2,0.35
Project Manager,42,2,2,1,1,Neutral,2,2.0,3,0.047619047619047616
Software Engineer,35,0,4,2,0,Unsatisfied,1,1.0,2,0.0
Project Manager,60,4,3,1,1,Satisfied,1,,2,0.06666666666666667
Designer,24,15,5,3,0,Neutral,3,,1,0.625
Project Manager,58,10,3,1,0,Satisfied,5,2.0,1,0.1724137931034483
HR,26,13,3,2,1,Unsatisfied,3,1.0,3,0.5
Project Manager,34,0,1,1,0,Unsatisfied,5,1.0,2,0.0
HR,53,15,3,2,1,Unsatisfied,3,,1,0.2830188679245283
Software Engineer,44,8,5,1,1,Neutral,5,1.0,2,0.18181818181818182
HR,48,14,5,2,1,Unsatisfied,1,1.0,2,0.2916666666666667
Marketing,33,11,4,1,1,Satisfied,3,2.0,3,0.3333333333333333
Sales,33,2,2,1,0,Satisfied,2,,2,0.06060606060606061
Sales,45,7,3,2,0,Neutral,1,,3,0.15555555555555556
Software Engineer,23,8,1,2,1,Unsatisfied,1,2.0,1,0.34782608695652173
Software Engineer,52,6,2,1,0,Satisfied,5,2.0,3,0.11538461538461539
Data Scientist,48,3,3,2,1,Satisfied,5,2.0,3,0.0625
Data Scientist,42,2,3,3,1,Satisfied,5,,1,0.047619047619047616
Project Manager,49,6,5,2,0,Satisfied,4,1.0,3,0.12244897959183673
HR,24,12,1,3,0,Unsatisfied,4,2.0,1,0.5
Sales,59,3,4,3,1,Unsatisfied,1,,2,0.05084745762711865
HR,48,0,1,3,0,Unsatisfied,2,2.0,3,0.0
Sales,55,8,3,2,1,Neutral,4,,1,0.14545454545454545
Marketing,56,13,3,2,0,Neutral,5,2.0,3,0.23214285714285715
Software Engineer,47,10,5,2,0,Satisfied,2,,3,0.2127659574468085
Sales,49,13,2,2,1,Neutral,1,,3,0.2653061224489796
Designer,42,1,1,2,0,Neutral,1,,1,0.023809523809523808
Designer,57,14,3,3,1,Unsatisfied,5,,2,0.24561403508771928
Software Engineer,32,1,2,3,0,Satisfied,4,,2,0.03125
HR,28,12,1,2,0,Neutral,3,1.0,1,0.42857142857142855
Data Scientist,24,10,3,2,0,Unsatisfied,4,1.0,3,0.4166666666666667
Sales,32,7,3,3,1,Neutral,3,2.0,3,0.21875
Marketing,20,4,5,1,0,Neutral,1,,3,0.2
HR,24,10,5,3,1,Unsatisfied,3,1.0,3,0.4166666666666667
Software Engineer,52,0,3,3,0,Satisfied,3,2.0,2,0.0
Sales,53,7,3,2,1,Satisfied,3,,3,0.1320754716981132
Software Engineer,43,14,3,2,1,Satisfied,5,2.0,1,0.32558139534883723
Designer,56,6,2,1,0,Unsatisfied,1,2.0,3,0.10714285714285714
Designer,43,14,4,3,1,Neutral,5,1.0,1,0.32558139534883723
Sales,40,11,3,2,0,Satisfied,2,2.0,3,0.275
Designer,22,14,3,3,1,Neutral,3,,3,0.6363636363636364
Software Engineer,45,9,3,2,0,Satisfied,1,2.0,1,0.2
Marketing,21,5,2,1,0,Satisfied,4,1.0,1,0.23809523809523808
Data Scientist,36,8,5,1,0,Satisfied,5,,1,0.2222222222222222
Designer,42,10,5,1,1,Unsatisfied,2,,3,0.23809523809523808
Project Manager,42,4,4,3,0,Neutral,3,1.0,1,0.09523809523809523
HR,42,13,2,2,0,Satisfied,2,1.0,3,0.30952380952380953
Project Manager,45,9,2,1,0,Satisfied,3,,3,0.2
Data Scientist,59,15,1,2,0,Satisfied,5,2.0,3,0.2542372881355932
Sales,32,8,5,1,0,Satisfied,2,1.0,1,0.25
Marketing,47,14,1,3,0,Unsatisfied,1,1.0,3,0.2978723404255319
Sales,44,0,5,3,0,Neutral,2,,3,0.0
Sales,49,10,4,3,0,Unsatisfied,4,,3,0.20408163265306123
Designer,58,8,3,3,0,Unsatisfied,2,1.0,3,0.13793103448275862
Marketing,25,10,4,2,0,Satisfied,1,2.0,2,0.4
Software Engineer,40,2,5,1,1,Satisfied,4,,2,0.05
Designer,27,8,5,3,0,Satisfied,1,,1,0.2962962962962963
Data Scientist,44,0,1,3,0,Satisfied,4,1.0,1,0.0
Data Scientist,57,7,5,3,0,Unsatisfied,3,,3,0.12280701754385964
HR,60,5,5,2,1,Neutral,2,,2,0.08333333333333333
Project Manager,53,14,2,3,0,Satisfied,5,1.0,1,0.2641509433962264
Sales,27,8,3,1,0,Satisfied,2,2.0,2,0.2962962962962963
Designer,28,12,2,2,0,Unsatisfied,3,,2,0.42857142857142855
Marketing,37,13,5,3,0,Satisfied,2,,3,0.35135135135135137
Designer,36,13,2,3,0,Unsatisfied,5,,2,0.3611111111111111
Software Engineer,22,5,2,3,1,Neutral,3,1.0,2,0.22727272727272727
Project Manager,46,15,1,3,1,Unsatisfied,4,,3,0.32608695652173914
Software Engineer,59,3,1,2,1,Satisfied,2,2.0,3,0.05084745762711865
Marketing,24,8,3,1,0,Satisfied,2,1.0,2,0.3333333333333333
Marketing,47,7,5,2,1,Neutral,2,,2,0.14893617021276595
Software Engineer,36,0,3,2,1,Neutral,5,,2,0.0
Data Scientist,46,0,2,3,0,Unsatisfied,5,,1,0.0
Sales,53,10,2,2,0,Satisfied,2,,3,0.18867924528301888
Software Engineer,57,14,3,2,0,Unsatisfied,3,,2,0.24561403508771928
Marketing,49,11,3,3,1,Unsatisfied,5,,3,0.22448979591836735
HR,54,5,1,1,0,Satisfied,5,1.0,3,0.09259259259259259
Data Scientist,23,7,4,2,1,Satisfied,3,2.0,3,0.30434782608695654
HR,23,6,4,2,1,Satisfied,2,2.0,3,0.2608695652173913
Sales,45,12,5,3,1,Unsatisfied,2,2.0,2,0.26666666666666666
Project Manager,21,12,2,3,1,Satisfied,1,1.0,1,0.5714285714285714
Project Manager,36,2,2,3,1,Satisfied,3,1.0,1,0.05555555555555555
Software Engineer,52,7,3,3,0,Unsatisfied,5,1.0,3,0.1346153846153846
Data Scientist,50,0,3,2,0,Satisfied,5,1.0,3,0.0
Data Scientist,45,15,4,1,0,Satisfied,3,,1,0.3333333333333333
Designer,52,11,5,1,1,Unsatisfied,1,,1,0.21153846153846154
Software Engineer,49,3,2,3,0,Neutral,4,1.0,1,0.061224489795918366
Sales,23,3,5,1,1,Neutral,2,2.0,3,0.13043478260869565
Marketing,60,11,3,3,0,Neutral,4,,3,0.18333333333333332
HR,49,13,3,2,0,Satisfied,2,,3,0.2653061224489796
Sales,34,0,1,2,1,Satisfied,3,2.0,1,0.0
Software Engineer,31,12,2,1,1,Satisfied,5,2.0,1,0.3870967741935484
HR,56,8,1,1,0,Neutral,4,2.0,1,0.14285714285714285
Project Manager,51,7,1,2,0,Unsatisfied,4,,2,0.13725490196078433
Data Scientist,20,15,1,1,1,Unsatisfied,4,1.0,2,0.75
HR,48,2,2,1,0,Neutral,1,2.0,3,0.041666666666666664
Marketing,54,0,1,1,0,Neutral,5,1.0,2,0.0
Marketing,36,6,2,2,0,Unsatisfied,2,1.0,1,0.16666666666666666
Software Engineer,36,9,5,1,0,Satisfied,1,,1,0.25
Project Manager,39,15,1,2,1,Neutral,1,1.0,3,0.38461538461538464
Sales,49,14,5,1,0,Neutral,1,,3,0.2857142857142857
Software Engineer,53,12,1,3,1,Neutral,2,1.0,1,0.22641509433962265
Marketing,50,15,3,2,0,Satisfied,3,2.0,1,0.3
HR,37,9,2,2,1,Unsatisfied,5,,1,0.24324324324324326
Designer,40,5,5,2,1,Unsatisfied,3,2.0,2,0.125
Project Manager,42,0,2,1,0,Satisfied,4,2.0,3,0.0
Data Scientist,48,0,1,3,1,Unsatisfied,3,2.0,3,0.0
Software Engineer,41,15,3,1,0,Unsatisfied,5,1.0,3,0.36585365853658536
Project Manager,27,7,3,1,1,Neutral,4,1.0,2,0.25925925925925924
Data Scientist,21,13,2,2,0,Neutral,3,2.0,3,0.6190476190476191
Marketing,48,8,2,1,1,Satisfied,3,1.0,3,0.16666666666666666
Project Manager,48,0,1,2,0,Neutral,2,2.0,3,0.0
Sales,32,3,2,3,0,Satisfied,2,1.0,3,0.09375
HR,49,14,3,2,0,Neutral,3,1.0,3,0.2857142857142857
Project Manager,44,0,3,2,1,Neutral,5,1.0,2,0.0
Designer,23,7,5,3,1,Satisfied,3,1.0,1,0.30434782608695654
Sales,34,3,2,2,1,Unsatisfied,2,2.0,2,0.08823529411764706
Sales,50,2,2,1,0,Neutral,1,,1,0.04
Marketing,35,7,5,2,0,Satisfied,3,1.0,1,0.2
Project Manager,35,15,1,2,0,Unsatisfied,4,2.0,3,0.42857142857142855
Software Engineer,43,6,1,3,0,Neutral,4,1.0,3,0.13953488372093023
Sales,20,15,1,1,0,Satisfied,3,1.0,3,0.75
Project Manager,29,9,4,2,0,Unsatisfied,3,1.0,1,0.3103448275862069
Software Engineer,26,9,5,3,1,Neutral,4,,2,0.34615384615384615
Marketing,38,1,1,3,0,Neutral,2,1.0,2,0.02631578947368421
HR,57,11,3,2,0,Unsatisfied,5,2.0,2,0.19298245614035087
Sales,58,3,3,3,1,Satisfied,4,1.0,2,0.05172413793103448
Software Engineer,29,5,4,3,0,Satisfied,2,1.0,2,0.1724137931034483
Data Scientist,53,3,5,1,0,Satisfied,3,2.0,1,0.05660377358490566
HR,41,4,5,1,0,Unsatisfied,1,1.0,1,0.0975609756097561
Software Engineer,48,1,4,2,1,Neutral,1,1.0,2,0.020833333333333332
Data Scientist,20,15,3,1,1,Satisfied,3,,1,0.75
HR,44,9,3,2,0,Neutral,1,2.0,1,0.20454545454545456
Project Manager,33,5,5,3,0,Unsatisfied,2,1.0,1,0.15151515151515152
HR,41,9,5,3,1,Satisfied,5,2.0,3,0.21951219512195122
Designer,30,2,5,3,0,Neutral,4,,1,0.06666666666666667
Software Engineer,21,15,3,1,1,Neutral,1,2.0,2,0.7142857142857143
Marketing,22,8,3,3,1,Unsatisfied,5,2.0,3,0.36363636363636365
HR,32,2,1,1,1,Unsatisfied,4,1.0,3,0.0625
HR,59,15,5,2,0,Neutral,3,2.0,1,0.2542372881355932
Designer,22,14,2,2,1,Neutral,4,,3,0.6363636363636364
Designer,50,8,5,3,1,Neutral,5,2.0,1,0.16
Sales,49,2,1,3,0,Unsatisfied,2,2.0,3,0.04081632653061224
Data Scientist,24,12,4,1,0,Unsatisfied,1,1.0,1,0.5
Marketing,49,8,3,1,0,Unsatisfied,4,1.0,1,0.16326530612244897
Designer,33,13,4,1,1,Neutral,1,,3,0.3939393939393939
Software Engineer,27,11,2,2,0,Satisfied,4,,2,0.4074074074074074
Project Manager,29,8,2,2,0,Satisfied,3,1.0,3,0.27586206896551724
HR,30,10,4,2,1,Neutral,1,1.0,3,0.3333333333333333
Sales,24,8,3,1,1,Satisfied,1,1.0,2,0.3333333333333333
Marketing,35,2,5,3,0,Neutral,2,2.0,2,0.05714285714285714
Software Engineer,25,11,1,3,1,Unsatisfied,3,2.0,1,0.44
Designer,31,12,5,1,1,Satisfied,2,2.0,3,0.3870967741935484
Software Engineer,57,4,2,2,1,Satisfied,3,,1,0.07017543859649122
Data Scientist,27,7,2,2,0,Unsatisfied,1,1.0,2,0.25925925925925924
Marketing,25,7,1,3,0,Neutral,4,1.0,1,0.28
Software Engineer,47,2,2,3,0,Neutral,3,1.0,2,0.0425531914893617
Sales,22,12,5,1,0,Unsatisfied,1,1.0,3,0.5454545454545454
Sales,39,13,2,2,0,Unsatisfied,4,1.0,1,0.3333333333333333
Designer,47,4,2,2,1,Neutral,2,,1,0.0851063829787234
Software Engineer,50,13,2,1,0,Satisfied,5,,1,0.26
Designer,20,12,2,3,1,Satisfied,1,1.0,1,0.6
Sales,42,7,5,3,1,Satisfied,2,1.0,1,0.16666666666666666
Designer,27,1,5,3,1,Unsatisfied,5,,1,0.037037037037037035
HR,45,15,3,1,1,Neutral,5,2.0,3,0.3333333333333333
Data Scientist,28,2,2,1,0,Satisfied,4,,2,0.07142857142857142
Software Engineer,47,14,1,3,0,Unsatisfied,4,2.0,1,0.2978723404255319
Data Scientist,39,0,4,3,1,Satisfied,4,1.0,3,0.0
Marketing,37,6,1,1,0,Satisfied,5,1.0,3,0.16216216216216217
Sales,34,15,1,2,1,Neutral,1,,2,0.4411764705882353
Designer,47,4,3,2,0,Neutral,4,,3,0.0851063829787234
Data Scientist,24,13,4,3,1,Neutral,1,,2,0.5416666666666666
Data Scientist,27,14,2,1,1,Neutral,4,,3,0.5185185185185185
Data Scientist,23,4,4,3,1,Satisfied,1,,2,0.17391304347826086
Project Manager,52,10,2,2,0,Neutral,5,1.0,2,0.19230769230769232
Designer,31,13,3,3,1,Neutral,1,1.0,2,0.41935483870967744
Project Manager,39,2,3,2,0,Neutral,4,2.0,1,0.05128205128205128
Sales,54,0,1,3,1,Satisfied,5,2.0,1,0.0
HR,46,15,1,3,0,Satisfied,2,2.0,2,0.32608695652173914
Project Manager,59,0,5,2,0,Unsatisfied,4,1.0,1,0.0
Data Scientist,32,1,4,2,0,Unsatisfied,5,2.0,2,0.03125
Sales,26,2,4,2,1,Satisfied,4,1.0,1,0.07692307692307693
Marketing,37,3,1,2,1,Unsatisfied,3,2.0,2,0.08108108108108109
Project Manager,59,6,4,3,1,Neutral,5,2.0,1,0.1016949152542373
Data Scientist,38,0,1,3,1,Neutral,4,1.0,1,0.0
Sales,59,7,3,1,0,Satisfied,4,,1,0.11864406779661017
Software Engineer,37,10,5,2,1,Unsatisfied,4,1.0,3,0.2702702702702703
Data Scientist,26,9,2,3,0,Unsatisfied,3,2.0,1,0.34615384615384615
HR,41,11,5,1,1,Unsatisfied,4,,1,0.2682926829268293
HR,56,10,1,2,0,Satisfied,2,1.0,1,0.17857142857142858
Designer,48,4,2,3,1,Neutral,5,1.0,3,0.08333333333333333
Marketing,49,0,5,1,0,Satisfied,2,,3,0.0
Designer,47,2,2,2,0,Unsatisfied,3,2.0,3,0.0425531914893617
HR,54,7,4,1,1,Neutral,2,1.0,2,0.12962962962962962
Data Scientist,33,5,1,2,1,Satisfied,2,1.0,2,0.15151515151515152
Marketing,59,8,2,1,0,Neutral,4,,3,0.13559322033898305
Data Scientist,21,2,1,1,1,Satisfied,3,1.0,3,0.09523809523809523
Project Manager,41,5,3,3,1,Satisfied,5,1.0,2,0.12195121951219512
HR,33,13,3,2,1,Satisfied,2,,1,0.3939393939393939
Marketing,22,7,5,1,0,Satisfied,1,,1,0.3181818181818182
Designer,21,2,3,2,0,Satisfied,3,1.0,1,0.09523809523809523
HR,29,13,3,2,0,Neutral,1,1.0,2,0.4482758620689655
Designer,23,15,2,2,0,Unsatisfied,2,1.0,2,0.6521739130434783
Sales,36,10,4,3,1,Neutral,4,2.0,3,0.2777777777777778
Project Manager,29,0,4,1,1,Neutral,3,2.0,2,0.0
HR,37,13,3,1,1,Neutral,1,2.0,3,0.35135135135135137
