Employee_ID,Job_Role,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Access_to_Mental_Health_Resources,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality
EMP2596,HR,20,14,5,1,1,Satisfied,5,,1
EMP2597,Project Manager,55,0,2,1,0,Unsatisfied,3,1.0,3
EMP2598,Sales,29,5,3,3,0,Satisfied,5,2.0,2
EMP2599,Project Manager,51,0,4,2,1,Unsatisfied,3,,1
EMP2600,HR,45,12,2,3,0,Unsatisfied,5,1.0,3
EMP2601,Marketing,49,8,2,3,0,Satisfied,2,2.0,1
EMP2602,Marketing,21,2,2,2,1,Unsatisfied,5,1.0,3
EMP2603,Marketing,40,12,2,1,0,Unsatisfied,1,1.0,1
EMP2604,Data Scientist,53,14,1,2,0,Unsatisfied,4,2.0,2
EMP2605,Sales,30,4,5,1,1,Unsatisfied,1,2.0,1
EMP2606,Sales,54,4,5,1,0,Neutral,2,2.0,2
EMP2607,Data Scientist,47,6,5,2,0,Satisfied,3,2.0,2
EMP2608,HR,39,11,2,2,1,Neutral,1,1.0,3
EMP2609,Project Manager,20,14,5,1,1,Satisfied,4,2.0,2
EMP2610,Sales,30,5,3,3,1,Neutral,3,1.0,1
EMP2611,Marketing,48,15,1,2,0,Unsatisfied,3,2.0,3
EMP2612,Data Scientist,29,1,4,1,1,Unsatisfied,4,1.0,3
EMP2613,Data Scientist,54,6,4,2,0,Satisfied,1,2.0,3
EMP2614,Data Scientist,41,13,1,1,1,Neutral,4,2.0,1
EMP2615,Project Manager,47,12,5,2,0,Neutral,1,,1
EMP2616,Marketing,50,1,2,1,1,Neutral,3,2.0,3
EMP2617,Marketing,44,9,2,3,1,Unsatisfied,5,,3
EMP2618,Data Scientist,30,1,5,1,0,Satisfied,2,2.0,2
EMP2619,Sales,30,15,5,1,0,Satisfied,4,2.0,1
EMP2620,Data Scientist,40,1,1,2,0,Neutral,5,1.0,1
EMP2621,Designer,47,12,3,3,0,Satisfied,5,2.0,1
EMP2622,Project Manager,34,15,4,2,0,Neutral,5,,3
EMP2623,Project Manager,52,2,3,3,1,Unsatisfied,5,1.0,2
EMP2624,Designer,25,14,3,3,1,Unsatisfied,2,2.0,2
EMP2625,Sales,49,0,1,1,0,Satisfied,3,1.0,2
EMP2626,Marketing,59,2,2,1,0,Satisfied,4,1.0,1
EMP2627,HR,60,2,1,2,0,Satisfied,5,2.0,3
EMP2628,Project Manager,38,7,2,1,1,Neutral,4,,1
EMP2629,Designer,31,1,1,3,1,Neutral,2,1.0,3
EMP2630,Project Manager,48,4,5,2,1,Neutral,3,2.0,2
EMP2631,Designer,50,7,1,2,1,Neutral,1,2.0,3
EMP2632,Project Manager,50,7,2,3,1,Neutral,3,1.0,3
EMP2633,Marketing,46,7,1,2,1,Neutral,5,2.0,1
EMP2634,Project Manager,59,0,5,1,1,Neutral,3,,1
EMP2635,Sales,55,9,5,2,0,Unsatisfied,1,1.0,3
EMP2636,Marketing,38,3,1,2,0,Neutral,3,1.0,2
EMP2637,HR,36,7,4,3,1,Satisfied,1,1.0,3
EMP2638,Sales,33,2,4,1,0,Neutral,1,1.0,1
EMP2639,Data Scientist,31,10,5,1,0,Neutral,5,,1
EMP2640,Marketing,44,1,5,2,0,Neutral,5,1.0,1
EMP2641,Designer,22,10,5,1,1,Satisfied,1,2.0,2
EMP2642,Sales,32,15,4,3,1,Neutral,3,1.0,2
EMP2643,Marketing,33,5,3,2,1,Satisfied,2,,3
EMP2644,HR,44,11,5,1,0,Satisfied,4,,2
EMP2645,Designer,57,13,5,3,1,Unsatisfied,5,,1
EMP2646,HR,54,1,3,3,0,Neutral,2,2.0,3
EMP2647,HR,45,4,3,2,0,Unsatisfied,3,,1
EMP2648,HR,48,4,1,3,1,Satisfied,1,1.0,1
EMP2649,HR,42,2,4,1,0,Neutral,2,2.0,1
EMP2650,Software Engineer,38,11,3,2,1,Unsatisfied,2,1.0,1
EMP2651,Sales,59,12,3,1,0,Satisfied,2,,3
EMP2652,Designer,28,13,4,1,1,Satisfied,1,2.0,2
EMP2653,Sales,34,8,4,1,1,Neutral,4,,2
EMP2654,Sales,29,5,3,3,1,Neutral,2,,1
EMP2655,Marketing,48,11,3,3,0,Unsatisfied,1,,2
EMP2656,Designer,51,5,1,1,0,Satisfied,4,2.0,2
EMP2657,Software Engineer,37,10,2,2,0,Satisfied,2,2.0,2
EMP2658,HR,32,8,5,1,1,Unsatisfied,2,2.0,3
EMP2659,Data Scientist,40,3,4,1,1,Satisfied,5,1.0,1
EMP2660,Marketing,25,7,3,1,0,Neutral,5,2.0,1
EMP2661,Designer,34,11,4,1,0,Satisfied,1,,1
EMP2662,Marketing,55,11,3,2,0,Unsatisfied,3,,3
EMP2663,Project Manager,22,0,1,3,0,Satisfied,5,1.0,3
EMP2664,Project Manager,57,10,3,2,0,Neutral,3,1.0,1
EMP2665,Project Manager,60,0,2,3,1,Neutral,2,1.0,3
EMP2666,Designer,40,1,5,1,0,Neutral,4,,3
EMP2667,Designer,60,6,5,3,1,Unsatisfied,3,,2
EMP2668,Designer,31,10,4,3,1,Satisfied,3,1.0,1
EMP2669,Designer,55,2,5,2,1,Neutral,5,2.0,1
EMP2670,Data Scientist,40,8,4,3,1,Satisfied,5,1.0,1
EMP2671,Sales,53,12,3,1,1,Neutral,2,,1
EMP2672,HR,34,14,4,2,0,Satisfied,5,,3
EMP2673,Project Manager,23,13,3,1,1,Satisfied,5,2.0,2
EMP2674,Data Scientist,54,15,1,2,0,Satisfied,2,2.0,1
EMP2675,Sales,29,8,2,3,0,Unsatisfied,4,2.0,2
EMP2676,Marketing,40,9,5,1,0,Satisfied,5,,3
EMP2677,Sales,22,1,3,2,0,Satisfied,4,1.0,2
EMP2678,Marketing,22,14,3,3,0,Unsatisfied,1,,1
EMP2679,Software Engineer,48,8,4,1,0,Unsatisfied,4,1.0,2
EMP2680,Data Scientist,22,6,1,1,1,Satisfied,3,2.0,2
EMP2681,Sales,28,10,3,1,1,Neutral,4,2.0,2
EMP2682,Marketing,43,7,1,3,1,Satisfied,5,1.0,3
EMP2683,Data Scientist,49,5,5,2,1,Satisfied,4,,3
EMP2684,Software Engineer,20,10,2,2,1,Satisfied,1,1.0,1
EMP2685,Designer,24,1,5,2,1,Unsatisfied,5,1.0,3
EMP2686,HR,24,2,1,2,0,Neutral,4,1.0,2
EMP2687,Software Engineer,47,2,3,2,1,Unsatisfied,2,1.0,1
EMP2688,Project Manager,30,13,2,2,0,Unsatisfied,5,,3
EMP2689,Sales,50,4,4,3,1,Satisfied,1,1.0,1
EMP2690,Marketing,34,9,4,3,1,Unsatisfied,5,2.0,3
EMP2691,Data Scientist,55,7,2,2,1,Neutral,4,1.0,2
EMP2692,Sales,55,14,5,2,1,Neutral,5,,3
EMP2693,Software Engineer,45,12,3,2,0,Unsatisfied,2,,3
EMP2694,Project Manager,20,3,2,2,0,Satisfied,4,1.0,3
EMP2695,HR,59,12,3,1,1,Satisfied,1,2.0,2
EMP2696,HR,32,10,5,2,0,Unsatisfied,3,1.0,3
EMP2697,Sales,25,7,5,3,1,Unsatisfied,3,1.0,1
EMP2698,Sales,30,15,2,1,1,Unsatisfied,1,1.0,1
EMP2699,HR,33,10,3,1,0,Unsatisfied,2,2.0,3
EMP2700,Marketing,58,13,5,1,1,Satisfied,4,2.0,2
EMP2701,Software Engineer,55,12,4,2,1,Satisfied,1,1.0,1
EMP2702,Designer,58,2,5,3,1,Neutral,3,2.0,2
EMP2703,Marketing,34,4,4,1,0,Unsatisfied,1,,1
EMP2704,Software Engineer,36,15,4,1,1,Satisfied,3,,2
EMP2705,Software Engineer,42,2,3,2,0,Satisfied,5,2.0,3
EMP2706,Marketing,22,15,4,2,1,Satisfied,2,1.0,3
EMP2707,HR,52,3,4,2,1,Unsatisfied,5,,2
EMP2708,Software Engineer,53,6,5,3,1,Unsatisfied,1,1.0,2
EMP2709,Data Scientist,37,11,3,3,1,Unsatisfied,1,,1
EMP2710,Data Scientist,55,4,2,1,0,Satisfied,1,1.0,1
EMP2711,Project Manager,42,4,1,3,0,Neutral,4,2.0,2
EMP2712,Marketing,55,4,3,2,1,Unsatisfied,2,1.0,1
EMP2713,Software Engineer,42,13,5,1,1,Unsatisfied,4,,2
EMP2714,Software Engineer,39,10,4,1,0,Unsatisfied,3,,3
EMP2715,Designer,54,3,2,3,0,Neutral,5,1.0,1
EMP2716,Data Scientist,28,0,4,3,0,Satisfied,1,2.0,1
EMP2717,Project Manager,44,13,4,1,0,Neutral,5,,3
EMP2718,Data Scientist,36,11,2,1,0,Neutral,1,1.0,1
EMP2719,HR,20,15,4,1,1,Satisfied,5,,3
EMP2720,Sales,42,15,2,3,1,Satisfied,2,,3
EMP2721,Marketing,24,1,1,2,0,Neutral,5,2.0,1
EMP2722,HR,48,7,3,1,1,Satisfied,5,,3
EMP2723,Project Manager,30,13,4,1,0,Satisfied,4,1.0,3
EMP2724,HR,27,5,1,1,0,Satisfied,3,,1
EMP2725,Sales,24,5,2,1,1,Neutral,3,,1
EMP2726,Designer,42,0,5,1,1,Unsatisfied,2,2.0,3
EMP2727,Designer,53,10,4,3,1,Unsatisfied,3,2.0,2
EMP2728,Sales,34,14,4,2,1,Neutral,4,1.0,3
EMP2729,HR,42,7,1,1,1,Unsatisfied,1,1.0,2
EMP2730,Data Scientist,25,3,1,2,1,Neutral,3,1.0,3
EMP2731,Software Engineer,30,15,5,1,0,Satisfied,4,1.0,1
EMP2732,Project Manager,27,9,2,2,1,Neutral,5,1.0,2
EMP2733,Project Manager,27,15,1,1,1,Unsatisfied,3,2.0,1
EMP2734,Project Manager,56,5,2,2,0,Unsatisfied,2,,3
EMP2735,Marketing,30,14,3,3,1,Neutral,4,,3
EMP2736,Project Manager,40,1,4,2,1,Unsatisfied,2,1.0,2
EMP2737,Sales,57,13,3,1,1,Neutral,5,2.0,3
EMP2738,HR,46,10,1,1,0,Neutral,5,1.0,1
EMP2739,Data Scientist,38,15,5,3,1,Neutral,2,1.0,3
EMP2740,Sales,47,5,1,1,0,Neutral,4,2.0,2
EMP2741,Marketing,22,8,3,3,0,Neutral,1,1.0,2
EMP2742,Project Manager,34,8,4,1,1,Neutral,4,2.0,1
EMP2743,Data Scientist,46,2,5,1,0,Unsatisfied,5,,2
EMP2744,Data Scientist,28,0,3,2,0,Satisfied,1,,2
EMP2745,Software Engineer,35,1,5,1,1,Unsatisfied,4,2.0,2
EMP2746,Designer,23,14,3,2,1,Satisfied,1,2.0,2
EMP2747,Marketing,36,7,4,3,0,Satisfied,3,2.0,3
EMP2748,Marketing,45,10,5,1,1,Unsatisfied,3,2.0,2
EMP2749,Project Manager,39,9,1,3,0,Neutral,2,1.0,1
EMP2750,Designer,55,7,1,1,0,Neutral,2,2.0,1
EMP2751,HR,26,5,4,1,1,Neutral,4,,3
EMP2752,Software Engineer,51,6,1,2,0,Satisfied,3,1.0,2
EMP2753,Data Scientist,20,4,5,1,1,Satisfied,2,2.0,2
EMP2754,HR,46,12,5,2,1,Neutral,1,,3
EMP2755,Designer,31,0,1,2,0,Satisfied,1,1.0,3
EMP2756,Sales,56,11,1,2,1,Neutral,5,1.0,1
EMP2757,Project Manager,52,10,3,3,1,Neutral,1,1.0,3
EMP2758,Sales,53,14,2,2,0,Satisfied,4,,3
EMP2759,Marketing,30,0,5,1,0,Satisfied,5,,3
EMP2760,Marketing,56,13,5,2,1,Unsatisfied,4,2.0,2
EMP2761,Data Scientist,20,15,3,1,1,Unsatisfied,5,,3
EMP2762,Software Engineer,52,10,4,3,0,Unsatisfied,1,2.0,3
EMP2763,Sales,38,5,5,3,1,Unsatisfied,2,1.0,3
EMP2764,HR,36,10,2,1,1,Unsatisfied,4,,2
EMP2765,Designer,25,9,4,1,1,Unsatisfied,2,1.0,1
EMP2766,Designer,46,8,4,1,1,Neutral,4,1.0,2
EMP2767,Data Scientist,42,8,5,2,0,Unsatisfied,5,,1
EMP2768,Software Engineer,32,9,5,3,0,Satisfied,4,1.0,1
EMP2769,Designer,34,8,1,2,0,Satisfied,2,1.0,3
EMP2770,Marketing,35,1,5,1,0,Neutral,1,2.0,2
EMP2771,Designer,27,13,3,2,1,Neutral,4,,3
EMP2772,Marketing,43,7,5,3,1,Unsatisfied,2,1.0,2
EMP2773,Data Scientist,27,1,3,3,1,Neutral,3,,2
EMP2774,Sales,31,8,4,2,0,Neutral,1,,2
EMP2775,Marketing,20,2,3,3,1,Neutral,3,1.0,1
EMP2776,HR,44,4,2,2,0,Satisfied,3,2.0,1
EMP2777,Project Manager,59,2,3,2,0,Unsatisfied,4,1.0,2
EMP2778,Data Scientist,53,3,3,1,0,Satisfied,3,1.0,1
EMP2779,Software Engineer,56,11,4,1,1,Neutral,1,2.0,3
EMP2780,Sales,37,6,1,2,0,Unsatisfied,4,1.0,3
EMP2781,Designer,59,1,1,3,1,Satisfied,1,,1
EMP2782,Designer,41,13,1,2,1,Unsatisfied,1,1.0,1
EMP2783,Sales,32,0,4,1,0,Neutral,3,2.0,3
EMP2784,HR,38,7,5,1,0,Unsatisfied,5,,1
EMP2785,Sales,42,15,5,1,1,Unsatisfied,2,2.0,1
EMP2786,Software Engineer,45,7,1,3,1,Unsatisfied,4,,1
EMP2787,Sales,36,4,3,2,0,Unsatisfied,4,2.0,1
EMP2788,Data Scientist,28,10,3,1,0,Satisfied,5,1.0,3
EMP2789,Marketing,23,7,1,1,0,Unsatisfied,1,1.0,3
EMP2790,Sales,40,11,5,1,1,Unsatisfied,3,,2
EMP2791,Marketing,40,11,1,2,1,Satisfied,1,2.0,3
EMP2792,Data Scientist,24,5,3,1,0,Satisfied,4,,3
EMP2793,Marketing,21,0,3,3,0,Neutral,5,1.0,1
EMP2794,Sales,34,3,2,3,1,Satisfied,2,1.0,2
EMP2795,Software Engineer,41,10,4,2,0,Neutral,4,2.0,3
EMP2796,Data Scientist,23,15,5,2,1,Unsatisfied,5,,2
EMP2797,Marketing,47,15,5,3,0,Unsatisfied,3,1.0,3
EMP2798,Designer,45,14,2,1,1,Unsatisfied,1,2.0,1
EMP2799,Project Manager,44,0,2,2,0,Unsatisfied,5,2.0,1
EMP2800,HR,50,5,3,1,0,Satisfied,2,2.0,3
EMP2801,HR,36,11,2,1,0,Unsatisfied,1,2.0,2
EMP2802,Sales,32,8,1,2,1,Neutral,3,1.0,1
EMP2803,HR,38,9,5,2,0,Unsatisfied,3,1.0,3
EMP2804,Marketing,24,5,1,1,0,Satisfied,1,2.0,3
EMP2805,Sales,26,1,4,3,1,Satisfied,1,2.0,3
EMP2806,Sales,48,14,4,3,1,Unsatisfied,3,,1
EMP2807,HR,56,2,5,1,0,Unsatisfied,2,,3
EMP2808,Project Manager,38,12,3,1,1,Neutral,5,,3
EMP2809,HR,47,6,1,2,0,Neutral,3,2.0,1
EMP2810,Sales,51,13,3,1,1,Unsatisfied,1,1.0,1
EMP2811,Software Engineer,39,15,2,1,0,Satisfied,1,2.0,3
EMP2812,Data Scientist,52,6,4,2,0,Neutral,4,1.0,3
EMP2813,Designer,46,0,2,3,1,Neutral,1,,2
EMP2814,Marketing,20,10,1,2,1,Satisfied,1,,1
EMP2815,Project Manager,23,13,1,1,1,Unsatisfied,3,1.0,3
EMP2816,HR,39,0,3,3,0,Unsatisfied,4,,2
EMP2817,HR,29,9,5,2,1,Neutral,4,1.0,1
EMP2818,Project Manager,49,8,2,3,1,Unsatisfied,5,1.0,2
EMP2819,Data Scientist,27,7,1,3,1,Unsatisfied,5,,2
EMP2820,Project Manager,27,7,4,2,0,Satisfied,2,2.0,2
EMP2821,Project Manager,26,8,3,3,0,Neutral,1,2.0,3
EMP2822,Project Manager,39,12,1,1,1,Satisfied,2,,1
EMP2823,Data Scientist,55,2,5,3,1,Neutral,2,,2
EMP2824,Data Scientist,59,7,5,2,1,Unsatisfied,2,1.0,1
EMP2825,Designer,49,9,4,2,1,Unsatisfied,3,,2
EMP2826,Sales,38,8,5,3,1,Neutral,4,1.0,3
EMP2827,Sales,26,0,4,2,0,Unsatisfied,4,2.0,2
EMP2828,Sales,31,2,2,1,1,Neutral,2,,3
EMP2829,Designer,26,6,4,2,1,Unsatisfied,1,1.0,1
EMP2830,Sales,32,9,2,3,0,Satisfied,2,,1
EMP2831,Data Scientist,33,4,4,2,0,Neutral,5,2.0,1
EMP2832,Sales,44,6,1,2,1,Satisfied,5,1.0,2
EMP2833,Data Scientist,37,5,4,1,1,Unsatisfied,4,,2
EMP2834,HR,20,1,5,3,0,Unsatisfied,4,,3
EMP2835,HR,34,7,5,2,1,Unsatisfied,2,,2
EMP2836,Data Scientist,35,15,3,2,0,Neutral,3,,1
EMP2837,HR,55,2,3,1,0,Neutral,4,2.0,3
EMP2838,Project Manager,22,3,2,1,1,Unsatisfied,3,1.0,3
EMP2839,Project Manager,41,6,5,2,1,Neutral,3,2.0,2
EMP2840,Software Engineer,41,2,5,2,1,Satisfied,1,,2
EMP2841,Software Engineer,48,13,5,1,1,Unsatisfied,3,2.0,1
EMP2842,Software Engineer,56,9,5,1,1,Unsatisfied,1,1.0,3
EMP2843,Project Manager,45,0,5,1,1,Neutral,2,1.0,1
EMP2844,Sales,53,2,4,2,1,Neutral,1,,2
EMP2845,HR,28,2,2,2,0,Satisfied,5,1.0,3
EMP2846,Project Manager,32,6,2,1,1,Satisfied,5,2.0,3
EMP2847,Marketing,55,14,4,2,1,Neutral,5,1.0,2
EMP2848,Sales,48,1,2,1,0,Satisfied,5,,1
EMP2849,Project Manager,57,10,5,1,0,Unsatisfied,1,,1
EMP2850,Designer,37,10,2,3,0,Unsatisfied,1,1.0,2
EMP2851,Marketing,56,9,2,2,0,Neutral,3,,1
EMP2852,Project Manager,23,14,1,3,1,Satisfied,5,2.0,3
EMP2853,Designer,49,2,4,2,1,Neutral,2,1.0,3
EMP2854,Marketing,25,15,1,3,1,Satisfied,4,,2
EMP2855,Designer,33,6,2,1,0,Unsatisfied,3,,2
EMP2856,Marketing,31,2,3,3,1,Satisfied,2,,3
EMP2857,Marketing,54,3,4,3,1,Satisfied,3,2.0,2
EMP2858,Data Scientist,57,8,4,2,0,Neutral,1,,1
EMP2859,Software Engineer,42,1,3,3,1,Neutral,5,2.0,1
EMP2860,Software Engineer,49,2,5,2,1,Unsatisfied,5,,1
EMP2861,Sales,33,7,4,1,0,Unsatisfied,1,,2
EMP2862,Project Manager,47,8,2,1,1,Satisfied,5,2.0,3
EMP2863,Software Engineer,56,7,5,1,1,Satisfied,1,1.0,3
EMP2864,Sales,25,3,5,3,1,Satisfied,3,1.0,3
EMP2865,Project Manager,36,3,1,3,0,Satisfied,1,2.0,3
EMP2866,Marketing,26,3,3,1,1,Unsatisfied,3,2.0,1
EMP2867,Software Engineer,56,10,1,3,1,Neutral,5,,2
EMP2868,HR,54,15,5,1,0,Unsatisfied,4,1.0,1
EMP2869,Sales,46,3,5,1,1,Satisfied,4,,1
EMP2870,Data Scientist,36,10,5,2,1,Unsatisfied,2,1.0,2
EMP2871,Marketing,45,3,2,2,1,Satisfied,2,,3
EMP2872,Designer,36,9,4,1,1,Unsatisfied,1,,2
EMP2873,Data Scientist,46,4,5,1,0,Neutral,3,,3
EMP2874,Sales,47,0,1,3,0,Unsatisfied,3,,3
EMP2875,Software Engineer,41,7,4,3,1,Neutral,1,2.0,1
EMP2876,Data Scientist,38,15,2,3,0,Satisfied,4,,2
EMP2877,Data Scientist,60,2,4,2,0,Satisfied,2,,1
EMP2878,Project Manager,48,1,4,2,1,Unsatisfied,3,2.0,3
EMP2879,Designer,24,10,1,2,0,Satisfied,5,,1
EMP2880,Data Scientist,57,6,3,2,0,Neutral,3,,2
EMP2881,Designer,30,0,5,2,0,Satisfied,2,,2
EMP2882,Data Scientist,42,14,1,3,1,Neutral,2,,1
EMP2883,Data Scientist,51,11,5,3,1,Satisfied,1,,1
EMP2884,Designer,28,11,4,3,0,Satisfied,4,1.0,1
EMP2885,Software Engineer,60,14,4,1,1,Unsatisfied,1,2.0,3
EMP2886,Project Manager,35,0,1,2,0,Neutral,2,1.0,1
EMP2887,Software Engineer,59,12,2,1,1,Neutral,5,,2
EMP2888,Project Manager,58,1,4,2,0,Neutral,4,1.0,2
EMP2889,HR,22,4,5,1,0,Neutral,5,1.0,1
EMP2890,Sales,45,13,4,3,1,Neutral,5,2.0,2
EMP2891,HR,27,5,2,3,1,Unsatisfied,5,1.0,2
EMP2892,Designer,35,1,3,3,0,Neutral,4,,2
EMP2893,Software Engineer,41,13,5,2,1,Unsatisfied,3,2.0,1
EMP2894,Project Manager,31,8,3,2,0,Unsatisfied,5,,1
EMP2895,HR,22,2,1,2,0,Satisfied,5,1.0,1
EMP2896,Marketing,24,13,3,2,0,Satisfied,2,,3
EMP2897,Data Scientist,24,12,4,1,0,Satisfied,2,1.0,2
EMP2898,Data Scientist,49,13,5,1,1,Neutral,4,,3
EMP2899,Project Manager,52,3,1,1,0,Neutral,2,2.0,1
EMP2900,Project Manager,55,15,4,1,0,Unsatisfied,2,,1
EMP2901,HR,22,9,3,3,0,Unsatisfied,5,,3
EMP2902,Data Scientist,35,7,3,2,1,Unsatisfied,1,2.0,3
EMP2903,Sales,52,12,1,2,1,Neutral,2,1.0,3
EMP2904,Software Engineer,45,15,2,3,1,Satisfied,5,,3
EMP2905,Data Scientist,30,3,3,1,0,Satisfied,3,1.0,1
EMP2906,HR,56,5,4,3,0,Unsatisfied,3,1.0,1
EMP2907,Data Scientist,21,2,1,3,1,Unsatisfied,1,,1
EMP2908,Project Manager,56,0,1,3,1,Neutral,1,,2
EMP2909,Marketing,26,1,4,2,0,Satisfied,3,2.0,2
EMP2910,Data Scientist,25,9,2,1,1,Unsatisfied,5,2.0,2
EMP2911,Project Manager,27,15,4,2,0,Neutral,4,,2
EMP2912,Software Engineer,60,11,4,2,1,Neutral,4,,3
EMP2913,Project Manager,21,3,5,1,1,Satisfied,4,2.0,3
EMP2914,Designer,25,10,1,2,1,Satisfied,2,2.0,1
EMP2915,Data Scientist,52,1,3,1,1,Neutral,5,,3
EMP2916,Project Manager,41,8,3,2,1,Neutral,1,,2
EMP2917,HR,21,1,1,3,0,Neutral,4,1.0,1
EMP2918,Project Manager,56,2,4,1,0,Unsatisfied,5,,1
EMP2919,Data Scientist,38,6,1,1,1,Unsatisfied,3,1.0,1
EMP2920,Designer,43,9,1,1,1,Satisfied,5,1.0,3
EMP2921,Designer,20,12,1,3,0,Unsatisfied,5,,1
EMP2922,HR,52,7,4,2,0,Neutral,3,,2
EMP2923,Software Engineer,21,4,2,2,0,Unsatisfied,5,1.0,3
EMP2924,Sales,56,15,4,2,0,Satisfied,3,1.0,1
EMP2925,Software Engineer,38,5,3,2,0,Neutral,4,1.0,1
EMP2926,Data Scientist,39,15,3,3,1,Unsatisfied,1,,1
EMP2927,Marketing,47,5,2,2,1,Neutral,2,,2
EMP2928,Project Manager,53,8,2,1,0,Unsatisfied,2,1.0,2
EMP2929,Data Scientist,58,7,3,2,1,Unsatisfied,4,1.0,2
EMP2930,Designer,55,15,5,2,0,Satisfied,3,,3
EMP2931,Designer,54,13,3,3,1,Satisfied,3,1.0,3
EMP2932,Software Engineer,60,13,2,2,0,Neutral,5,1.0,3
EMP2933,Data Scientist,34,13,2,2,0,Neutral,1,1.0,1
EMP2934,HR,50,14,4,1,0,Neutral,3,1.0,2
EMP2935,HR,60,15,5,2,0,Satisfied,1,2.0,2
EMP2936,Project Manager,20,11,1,2,0,Satisfied,3,,2
EMP2937,Marketing,60,15,3,1,0,Unsatisfied,1,2.0,1
EMP2938,HR,38,10,3,3,0,Satisfied,1,1.0,3
EMP2939,Data Scientist,53,5,5,3,1,Satisfied,5,,1
EMP2940,Sales,58,10,4,2,1,Satisfied,2,1.0,1
EMP2941,Project Manager,49,13,5,2,1,Neutral,1,2.0,2
EMP2942,Data Scientist,30,2,5,1,1,Satisfied,5,,2
EMP2943,Designer,42,5,4,3,0,Unsatisfied,3,2.0,3
EMP2944,Data Scientist,34,5,2,2,0,Satisfied,3,,3
EMP2945,Project Manager,41,11,3,2,1,Satisfied,2,2.0,3
EMP2946,Data Scientist,22,12,4,2,0,Unsatisfied,2,,2
EMP2947,Sales,24,12,2,2,0,Neutral,5,,2
EMP2948,Project Manager,57,9,2,1,1,Unsatisfied,3,1.0,1
EMP2949,Designer,29,15,4,2,0,Unsatisfied,1,,2
EMP2950,Marketing,41,11,1,3,0,Unsatisfied,2,,3
EMP2951,Designer,27,13,5,3,0,Unsatisfied,2,2.0,2
EMP2952,Software Engineer,47,7,4,2,1,Unsatisfied,1,1.0,2
EMP2953,Marketing,41,7,2,3,1,Unsatisfied,5,2.0,3
EMP2954,Project Manager,33,11,3,1,1,Neutral,2,,1
EMP2955,Marketing,35,6,5,3,1,Unsatisfied,4,,2
EMP2956,Marketing,60,11,5,3,0,Unsatisfied,2,1.0,3
EMP2957,HR,56,6,5,3,0,Unsatisfied,4,,2
EMP2958,Project Manager,28,13,4,2,0,Unsatisfied,3,1.0,2
EMP2959,Data Scientist,22,14,4,1,0,Neutral,3,1.0,1
EMP2960,Designer,24,0,2,2,1,Satisfied,3,2.0,3
EMP2961,HR,22,14,4,1,0,Satisfied,4,1.0,1
EMP2962,Project Manager,37,12,5,2,0,Neutral,2,1.0,2
EMP2963,Marketing,32,4,5,2,0,Satisfied,2,1.0,1
EMP2964,Software Engineer,51,14,2,3,1,Satisfied,3,1.0,3
EMP2965,Software Engineer,60,14,5,3,0,Neutral,2,1.0,3
EMP2966,Software Engineer,27,4,1,3,0,Satisfied,1,1.0,3
EMP2967,Software Engineer,44,3,2,2,0,Unsatisfied,4,,3
EMP2968,Designer,48,3,3,2,1,Unsatisfied,5,2.0,1
EMP2969,Project Manager,58,14,2,2,0,Neutral,2,,1
EMP2970,Data Scientist,27,4,1,3,0,Neutral,1,,1
EMP2971,Project Manager,22,0,1,2,0,Unsatisfied,3,2.0,2
EMP2972,Project Manager,50,13,1,2,1,Satisfied,3,2.0,3
EMP2973,HR,39,2,4,3,1,Neutral,1,,1
EMP2974,Project Manager,20,12,3,2,1,Neutral,4,2.0,3
EMP2975,Software Engineer,36,1,1,1,1,Unsatisfied,4,1.0,1
EMP2976,Sales,60,15,1,3,1,Unsatisfied,2,,2
EMP2977,Marketing,55,11,4,3,0,Satisfied,2,1.0,2
EMP2978,Marketing,41,12,2,2,1,Unsatisfied,3,2.0,2
EMP2979,Data Scientist,38,10,5,2,0,Satisfied,5,,2
EMP2980,Data Scientist,56,4,3,1,1,Unsatisfied,4,1.0,1
EMP2981,Software Engineer,54,8,1,1,0,Unsatisfied,5,1.0,1
EMP2982,Software Engineer,23,2,1,3,1,Neutral,1,1.0,2
EMP2983,Software Engineer,46,11,1,3,0,Satisfied,5,1.0,1
EMP2984,Project Manager,46,15,1,3,1,Neutral,3,1.0,2
EMP2985,Designer,59,8,1,2,1,Satisfied,3,,3
EMP2986,HR,42,4,5,2,1,Satisfied,1,2.0,1
EMP2987,Data Scientist,55,0,5,3,1,Unsatisfied,4,1.0,3
EMP2988,Sales,37,13,5,3,0,Neutral,4,2.0,3
EMP2989,HR,31,15,2,2,0,Satisfied,2,,2
EMP2990,Project Manager,38,1,1,2,0,Satisfied,3,2.0,3
EMP2991,Marketing,46,3,3,1,0,Satisfied,5,2.0,3
EMP2992,Sales,46,7,2,2,0,Satisfied,1,2.0,2
EMP2993,Software Engineer,43,13,3,3,1,Satisfied,3,,3
EMP2994,Sales,38,15,4,3,1,Satisfied,2,2.0,3
EMP2995,Data Scientist,47,12,2,1,0,Neutral,2,,1
EMP2996,Marketing,27,4,5,3,0,Satisfied,2,,3
EMP2997,Data Scientist,49,1,1,2,0,Neutral,1,2.0,3
